Country,DateRep,ConfirmedCases,Deaths,Recovered,Continent,Code
Pakistan,2020-08-04,280461,5999,249397,Asia,PAK
Panama,2020-08-04,69424,1522,43330,Americas,PAN
Papua New Guinea,2020-08-04,114,2,34,Oceania,PNG
Paraguay,2020-08-04,5852,59,4645,Americas,PRY
Peru,2020-08-04,439890,20007,302457,Americas,PER
Philippines,2020-08-04,112593,2115,66049,Asia,PHL
Poland,2020-08-04,48149,1738,35056,Europe,POL
Portugal,2020-08-04,51681,1739,37318,Europe,PRT
Qatar,2020-08-04,111538,177,108254,Asia,QAT
Romania,2020-08-04,55241,2480,28006,Europe,ROU
Russia,2020-08-04,859762,14327,660235,Europe,RUS
Rwanda,2020-08-04,2099,5,1222,Africa,RWA
St. Kitts & Nevis,2020-08-04,17,0,16,Americas,KNA
St. Lucia,2020-08-04,25,0,22,Americas,LCA
St. Vincent & Grenadines,2020-08-04,55,0,45,Americas,VCT
San Marino,2020-08-04,699,42,657,Europe,SMR
São Tomé & Príncipe,2020-08-04,875,15,794,Africa,STP
Saudi Arabia,2020-08-04,281456,2984,243713,Asia,SAU
Senegal,2020-08-04,10432,214,6920,Africa,SEN
Serbia,2020-08-04,26738,605,0,Europe,SRB
Seychelles,2020-08-04,114,0,113,Africa,SYC
Sierra Leone,2020-08-04,1855,67,1397,Africa,SLE
Singapore,2020-08-04,53346,27,47454,Asia,SGP
Slovakia,2020-08-04,2368,29,1771,Europe,SVK
Slovenia,2020-08-04,2190,123,1854,Europe,SVN
Somalia,2020-08-04,3220,93,1598,Africa,SOM
South Africa,2020-08-04,521318,8884,363751,Africa,ZAF
South Sudan,2020-08-04,2437,47,1175,Africa,SSD
Spain,2020-08-04,302814,28498,150376,Europe,ESP
Sri Lanka,2020-08-04,2834,11,2524,Asia,LKA
Sudan,2020-08-04,11780,763,6194,Africa,SDN
Suriname,2020-08-04,1981,27,1278,Americas,SUR
Sweden,2020-08-04,81181,5747,0,Europe,SWE
Switzerland,2020-08-04,35746,1981,31600,Europe,CHE
Syria,2020-08-04,892,46,283,Asia,SYR
Taiwan,2020-08-04,476,7,441,Asia,TWN
Tajikistan,2020-08-04,7583,61,6356,Asia,TJK
Tanzania,2020-08-04,509,21,183,Africa,TZA
Thailand,2020-08-04,3321,58,3142,Asia,THA
Timor-Leste,2020-08-04,25,0,24,Asia,TLS
Togo,2020-08-04,988,19,673,Africa,TGO
Trinidad & Tobago,2020-08-04,194,8,135,Americas,TTO
Tunisia,2020-08-04,1584,51,1227,Africa,TUN
Turkey,2020-08-04,234934,5765,218491,Asia,TUR
Uganda,2020-08-04,1203,5,1073,Africa,UGA
Ukraine,2020-08-04,75880,1788,41849,Europe,UKR
United Arab Emirates,2020-08-04,61352,351,55090,Asia,ARE
United Kingdom,2020-08-04,307256,46295,1445,Europe,GBR
Uruguay,2020-08-04,1300,37,1048,Americas,URY
United States,2020-08-04,4771080,156801,1528979,Americas,USA
Uzbekistan,2020-08-04,27047,165,18051,Asia,UZB
Venezuela,2020-08-04,21438,187,11875,Americas,VEN
Vietnam,2020-08-04,672,8,378,Asia,VNM
Palestinian Territories,2020-08-04,12770,86,6419,Asia,PSE
Western Sahara,2020-08-04,10,1,8,Africa,ESH
Yemen,2020-08-04,1760,506,863,Asia,YEM
Zambia,2020-08-04,6793,173,5109,Africa,ZMB
Zimbabwe,2020-08-04,4221,81,1238,Africa,ZWE
Afghanistan,2020-08-05,36829,1294,25742,Asia,AFG
Albania,2020-08-05,5889,182,3123,Europe,ALB
Algeria,2020-08-05,33055,1261,22802,Africa,DZA
Andorra,2020-08-05,939,52,825,Europe,AND
Angola,2020-08-05,1395,62,506,Africa,AGO
Antigua & Barbuda,2020-08-05,92,3,76,Americas,ATG
Argentina,2020-08-05,220682,4106,96948,Americas,ARG
Armenia,2020-08-05,39586,770,30850,Asia,ARM
Australia,2020-08-05,19890,255,10941,Oceania,AUS
Austria,2020-08-05,21566,719,19464,Europe,AUT
Azerbaijan,2020-08-05,33103,476,28840,Asia,AZE
Bahamas,2020-08-05,751,14,91,Americas,BHS
Bahrain,2020-08-05,42514,154,39576,Asia,BHR
Bangladesh,2020-08-05,246674,3267,141750,Asia,BGD
Barbados,2020-08-05,133,7,100,Americas,BRB
Belarus,2020-08-05,68376,577,63425,Europe,BLR
Belgium,2020-08-05,71158,9859,17661,Europe,BEL
Belize,2020-08-05,86,2,31,Americas,BLZ
Benin,2020-08-05,1936,38,1600,Africa,BEN
Bhutan,2020-08-05,105,0,93,Asia,BTN
Bolivia,2020-08-05,85141,3385,26437,Americas,BOL
Bosnia & Herzegovina,2020-08-05,13138,379,6839,Europe,BIH
Botswana,2020-08-05,804,2,63,Africa,BWA
Brazil,2020-08-05,2859073,97256,2190361,Americas,BRA
Brunei,2020-08-05,141,3,138,Asia,BRN
Bulgaria,2020-08-05,12717,424,7154,Europe,BGR
Burkina Faso,2020-08-05,1153,54,947,Africa,BFA
Myanmar (Burma),2020-08-05,357,6,305,Asia,MMR
Burundi,2020-08-05,395,1,304,Africa,BDI
Cape Verde,2020-08-05,2689,27,1955,Africa,CPV
Cambodia,2020-08-05,243,0,202,Asia,KHM
Cameroon,2020-08-05,17718,391,15320,Africa,CMR
Canada,2020-08-05,120033,9010,104377,Americas,CAN
Central African Republic,2020-08-05,4618,59,1640,Africa,CAF
Chad,2020-08-05,939,75,835,Africa,TCD
Chile,2020-08-05,364723,9792,338291,Americas,CHL
China,2020-08-05,88328,4677,81417,Asia,CHN
Colombia,2020-08-05,345714,11624,186317,Americas,COL
Comoros,2020-08-05,388,7,340,Africa,COM
Congo - Brazzaville,2020-08-05,3546,58,1589,Africa,COG
Congo - Kinshasa,2020-08-05,9253,215,7821,Africa,COD
Costa Rica,2020-08-05,20417,191,6851,Americas,CRI
Côte d’Ivoire,2020-08-05,16349,103,12191,Africa,CIV
Croatia,2020-08-05,5376,154,4589,Europe,HRV
Cuba,2020-08-05,2726,88,2396,Americas,CUB
Cyprus,2020-08-05,1195,19,856,Asia,CYP
Czechia,2020-08-05,17529,388,11909,Europe,CZE
Denmark,2020-08-05,14440,616,12958,Europe,DNK
Diamond Princess,2020-08-05,712,13,651,Outro,NA
Djibouti,2020-08-05,5330,59,5057,Africa,DJI
Dominica,2020-08-05,18,0,18,Americas,DMA
Dominican Republic,2020-08-05,75660,1222,40122,Americas,DOM
Ecuador,2020-08-05,88866,5847,71168,Americas,ECU
Egypt,2020-08-05,94875,4930,47182,Africa,EGY
El Salvador,2020-08-05,18701,498,9111,Americas,SLV
Equatorial Guinea,2020-08-05,4821,83,2182,Africa,GNQ
Eritrea,2020-08-05,282,0,225,Africa,ERI
Estonia,2020-08-05,2113,63,1948,Europe,EST
Eswatini,2020-08-05,2909,53,1385,Africa,SWZ
Ethiopia,2020-08-05,20336,356,8598,Africa,ETH
Fiji,2020-08-05,27,1,18,Oceania,FJI
Finland,2020-08-05,7512,331,6980,Europe,FIN
France,2020-08-05,228576,30297,82298,Europe,FRA
Gabon,2020-08-05,7787,51,5609,Africa,GAB
Gambia,2020-08-05,799,16,115,Africa,GMB
Georgia,2020-08-05,1197,17,974,Asia,GEO
Germany,2020-08-05,214113,9179,194568,Europe,DEU
Ghana,2020-08-05,39075,199,35563,Africa,GHA
Greece,2020-08-05,4974,210,1374,Europe,GRC
Grenada,2020-08-05,24,0,23,Americas,GRD
Guatemala,2020-08-05,53509,2072,41199,Americas,GTM
Guinea,2020-08-05,7575,49,6632,Africa,GIN
Guinea-Bissau,2020-08-05,2032,27,944,Africa,GNB
Guyana,2020-08-05,509,22,189,Americas,GUY
Haiti,2020-08-05,7544,171,4832,Americas,HTI
Vatican City,2020-08-05,12,0,12,Europe,VAT
Honduras,2020-08-05,45098,1423,6116,Americas,HND
Hungary,2020-08-05,4564,599,3431,Europe,HUN
Iceland,2020-08-05,1926,10,1825,Europe,ISL
India,2020-08-05,1964536,40699,1328336,Asia,IND
Indonesia,2020-08-05,116871,5452,73889,Asia,IDN
Iran,2020-08-05,317483,17802,274932,Asia,IRN
Iraq,2020-08-05,137556,5094,98442,Asia,IRQ
Ireland,2020-08-05,26303,1763,23364,Europe,IRL
Israel,2020-08-05,77919,565,51395,Asia,ISR
Italy,2020-08-05,248803,35181,200976,Europe,ITA
Jamaica,2020-08-05,928,12,745,Americas,JAM
Japan,2020-08-05,42686,1028,28020,Asia,JPN
Jordan,2020-08-05,1231,11,1160,Asia,JOR
Kazakhstan,2020-08-05,95942,1058,68871,Asia,KAZ
Kenya,2020-08-05,23873,391,9930,Africa,KEN
South Korea,2020-08-05,14499,302,13501,Asia,KOR
Kosovo,2020-08-05,9274,296,5190,Outro,NA
Kuwait,2020-08-05,69425,468,60906,Asia,KWT
Kyrgyzstan,2020-08-05,38110,1438,29513,Asia,KGZ
Laos,2020-08-05,20,0,19,Asia,LAO
Latvia,2020-08-05,1257,32,1070,Europe,LVA
Lebanon,2020-08-05,5417,68,1880,Asia,LBN
Lesotho,2020-08-05,726,21,174,Africa,LSO
Liberia,2020-08-05,1221,78,699,Africa,LBR
Libya,2020-08-05,4475,99,640,Africa,LBY
Liechtenstein,2020-08-05,89,1,85,Europe,LIE
Lithuania,2020-08-05,2147,81,1650,Europe,LTU
Luxembourg,2020-08-05,7007,118,5623,Europe,LUX
Madagascar,2020-08-05,12222,127,9798,Africa,MDG
Malawi,2020-08-05,4426,136,2078,Africa,MWI
Malaysia,2020-08-05,9023,125,8702,Asia,MYS
Maldives,2020-08-05,4594,19,2703,Asia,MDV
Mali,2020-08-05,2546,124,1950,Africa,MLI
Malta,2020-08-05,926,9,668,Europe,MLT
Mauritania,2020-08-05,6444,157,5291,Africa,MRT
Mauritius,2020-08-05,344,10,334,Africa,MUS
Mexico,2020-08-05,456100,49698,361764,Americas,MEX
Moldova,2020-08-05,26222,823,18167,Europe,MDA
Monaco,2020-08-05,125,4,105,Europe,MCO
Mongolia,2020-08-05,293,0,260,Asia,MNG
Montenegro,2020-08-05,3411,57,2032,Europe,MNE
Morocco,2020-08-05,28500,435,19994,Africa,MAR
Mozambique,2020-08-05,2079,15,778,Africa,MOZ
MS Zaandam,2020-08-05,9,2,0,Outro,NA
Namibia,2020-08-05,2540,12,556,Africa,NAM
Nepal,2020-08-05,21390,60,15156,Asia,NPL
Netherlands,2020-08-05,56750,6173,207,Europe,NLD
New Zealand,2020-08-05,1569,22,1524,Oceania,NZL
Nicaragua,2020-08-05,3902,123,2913,Americas,NIC
Niger,2020-08-05,1152,69,1057,Africa,NER
Nigeria,2020-08-05,44890,927,32165,Africa,NGA
North Macedonia,2020-08-05,11289,511,7221,Europe,MKD
Norway,2020-08-05,9409,256,8752,Europe,NOR
Oman,2020-08-05,80286,488,69803,Asia,OMN
Pakistan,2020-08-05,281136,6014,254286,Asia,PAK
Panama,2020-08-05,70231,1553,44792,Americas,PAN
Papua New Guinea,2020-08-05,153,2,44,Oceania,PNG
Paraguay,2020-08-05,6060,61,4839,Americas,PRY
Peru,2020-08-05,447624,20228,306430,Americas,PER
Philippines,2020-08-05,115980,2123,66270,Asia,PHL
Poland,2020-08-05,48789,1756,35321,Europe,POL
Portugal,2020-08-05,51848,1740,37565,Europe,PRT
Qatar,2020-08-05,111805,178,108539,Asia,QAT
Romania,2020-08-05,56550,2521,28584,Europe,ROU
Russia,2020-08-05,864948,14465,667769,Europe,RUS
Rwanda,2020-08-05,2104,5,1237,Africa,RWA
St. Kitts & Nevis,2020-08-05,17,0,16,Americas,KNA
St. Lucia,2020-08-05,25,0,24,Americas,LCA
St. Vincent & Grenadines,2020-08-05,56,0,46,Americas,VCT
San Marino,2020-08-05,699,42,657,Europe,SMR
São Tomé & Príncipe,2020-08-05,878,15,795,Africa,STP
Saudi Arabia,2020-08-05,282824,3020,245314,Asia,SAU
Senegal,2020-08-05,10538,218,6988,Africa,SEN
Serbia,2020-08-05,27033,614,0,Europe,SRB
Seychelles,2020-08-05,126,0,124,Africa,SYC
Sierra Leone,2020-08-05,1860,67,1401,Africa,SLE
Singapore,2020-08-05,54254,27,47768,Asia,SGP
Slovakia,2020-08-05,2417,29,1777,Europe,SVK
Slovenia,2020-08-05,2208,124,1884,Europe,SVN
Somalia,2020-08-05,3227,93,1728,Africa,SOM
South Africa,2020-08-05,529877,9298,377266,Africa,ZAF
South Sudan,2020-08-05,2437,47,1175,Africa,SSD
Spain,2020-08-05,305767,28499,150376,Europe,ESP
Sri Lanka,2020-08-05,2839,11,2537,Asia,LKA
Sudan,2020-08-05,11780,763,6194,Africa,SDN
Suriname,2020-08-05,2050,27,1327,Americas,SUR
Sweden,2020-08-05,81540,5760,0,Europe,SWE
Switzerland,2020-08-05,35927,1984,31600,Europe,CHE
Syria,2020-08-05,944,48,296,Asia,SYR
Taiwan,2020-08-05,476,7,441,Asia,TWN
Tajikistan,2020-08-05,7625,61,6399,Asia,TJK
Tanzania,2020-08-05,509,21,183,Africa,TZA
Thailand,2020-08-05,3328,58,3144,Asia,THA
Timor-Leste,2020-08-05,25,0,24,Asia,TLS
Togo,2020-08-05,1001,21,690,Africa,TGO
Trinidad & Tobago,2020-08-05,199,8,135,Americas,TTO
Tunisia,2020-08-05,1601,51,1233,Africa,TUN
Turkey,2020-08-05,236112,5784,219506,Asia,TUR
Uganda,2020-08-05,1213,5,1102,Africa,UGA
Ukraine,2020-08-05,77169,1813,42784,Europe,UKR
United Arab Emirates,2020-08-05,61606,353,55385,Asia,ARE
United Kingdom,2020-08-05,307271,46295,1446,Europe,GBR
Uruguay,2020-08-05,1309,37,1065,Americas,URY
United States,2020-08-05,4823890,158250,1577851,Americas,USA
Uzbekistan,2020-08-05,27793,171,18783,Asia,UZB
Venezuela,2020-08-05,22299,195,12146,Americas,VEN
Vietnam,2020-08-05,717,9,381,Asia,VNM
Palestinian Territories,2020-08-05,13065,89,6618,Asia,PSE
Western Sahara,2020-08-05,10,1,8,Africa,ESH
Yemen,2020-08-05,1763,508,894,Asia,YEM
Zambia,2020-08-05,7022,176,5667,Africa,ZMB
Zimbabwe,2020-08-05,4221,81,1238,Africa,ZWE
Afghanistan,2020-08-06,36896,1298,25840,Asia,AFG
Albania,2020-08-06,6016,188,3155,Europe,ALB
Algeria,2020-08-06,33626,1273,23238,Africa,DZA
Andorra,2020-08-06,944,52,828,Europe,AND
Angola,2020-08-06,1483,64,520,Africa,AGO
Antigua & Barbuda,2020-08-06,92,3,76,Americas,ATG
Argentina,2020-08-06,228195,4251,99852,Americas,ARG
Armenia,2020-08-06,39819,772,31556,Asia,ARM
Australia,2020-08-06,20272,266,11119,Oceania,AUS
Austria,2020-08-06,21696,719,19596,Europe,AUT
Azerbaijan,2020-08-06,33247,479,29275,Asia,AZE
Bahamas,2020-08-06,761,14,91,Americas,BHS
Bahrain,2020-08-06,42889,156,39945,Asia,BHR
Bangladesh,2020-08-06,249651,3306,143824,Asia,BGD
Barbados,2020-08-06,133,7,100,Americas,BRB
Belarus,2020-08-06,68503,580,63756,Europe,BLR
Belgium,2020-08-06,72016,9861,17700,Europe,BEL
Belize,2020-08-06,114,2,32,Americas,BLZ
Benin,2020-08-06,1936,38,1600,Africa,BEN
Bhutan,2020-08-06,108,0,96,Asia,BTN
Bolivia,2020-08-06,86423,3465,27373,Americas,BOL
Bosnia & Herzegovina,2020-08-06,13396,384,7042,Europe,BIH
Botswana,2020-08-06,804,2,63,Africa,BWA
Brazil,2020-08-06,2912212,98493,2230542,Americas,BRA
Brunei,2020-08-06,141,3,138,Asia,BRN
Bulgaria,2020-08-06,13014,435,7374,Europe,BGR
Burkina Faso,2020-08-06,1158,54,961,Africa,BFA
Myanmar (Burma),2020-08-06,357,6,308,Asia,MMR
Burundi,2020-08-06,400,1,304,Africa,BDI
Cape Verde,2020-08-06,2734,27,2010,Africa,CPV
Cambodia,2020-08-06,243,0,214,Asia,KHM
Cameroon,2020-08-06,17718,391,15320,Africa,CMR
Canada,2020-08-06,120387,9013,104678,Americas,CAN
Central African Republic,2020-08-06,4620,59,1641,Africa,CAF
Chad,2020-08-06,942,76,838,Africa,TCD
Chile,2020-08-06,366671,9889,340168,Americas,CHL
China,2020-08-06,88460,4680,81592,Asia,CHN
Colombia,2020-08-06,357710,11939,192355,Americas,COL
Comoros,2020-08-06,396,7,340,Africa,COM
Congo - Brazzaville,2020-08-06,3546,58,1589,Africa,COG
Congo - Kinshasa,2020-08-06,9309,215,8048,Africa,COD
Costa Rica,2020-08-06,21070,200,7038,Americas,CRI
Côte d’Ivoire,2020-08-06,16447,103,12484,Africa,CIV
Croatia,2020-08-06,5404,155,4688,Europe,HRV
Cuba,2020-08-06,2775,88,2409,Americas,CUB
Cyprus,2020-08-06,1208,19,856,Asia,CYP
Czechia,2020-08-06,17731,390,12320,Europe,CZE
Denmark,2020-08-06,14586,617,12993,Europe,DNK
Diamond Princess,2020-08-06,712,13,651,Outro,NA
Djibouti,2020-08-06,5330,59,5057,Africa,DJI
Dominica,2020-08-06,18,0,18,Americas,DMA
Dominican Republic,2020-08-06,76536,1246,40539,Americas,DOM
Ecuador,2020-08-06,90537,5877,71318,Americas,ECU
Egypt,2020-08-06,95006,4951,48898,Africa,EGY
El Salvador,2020-08-06,19126,513,9236,Americas,SLV
Equatorial Guinea,2020-08-06,4821,83,2182,Africa,GNQ
Eritrea,2020-08-06,282,0,225,Africa,ERI
Estonia,2020-08-06,2124,63,1954,Europe,EST
Eswatini,2020-08-06,2968,55,1476,Africa,SWZ
Ethiopia,2020-08-06,20900,365,9027,Africa,ETH
Fiji,2020-08-06,27,1,18,Oceania,FJI
Finland,2020-08-06,7532,331,6980,Europe,FIN
France,2020-08-06,231310,30308,82592,Europe,FRA
Gabon,2020-08-06,7787,51,5609,Africa,GAB
Gambia,2020-08-06,935,16,136,Africa,GMB
Georgia,2020-08-06,1206,17,987,Asia,GEO
Germany,2020-08-06,215039,9181,195281,Europe,DEU
Ghana,2020-08-06,39642,199,36384,Africa,GHA
Greece,2020-08-06,5123,210,1374,Europe,GRC
Grenada,2020-08-06,24,0,23,Americas,GRD
Guatemala,2020-08-06,54339,2119,42070,Americas,GTM
Guinea,2020-08-06,7664,49,6757,Africa,GIN
Guinea-Bissau,2020-08-06,2032,27,944,Africa,GNB
Guyana,2020-08-06,538,22,189,Americas,GUY
Haiti,2020-08-06,7582,171,4832,Americas,HTI
Vatican City,2020-08-06,12,0,12,Europe,VAT
Honduras,2020-08-06,45755,1446,6225,Americas,HND
Hungary,2020-08-06,4597,600,3463,Europe,HUN
Iceland,2020-08-06,1932,10,1825,Europe,ISL
India,2020-08-06,2027074,41585,1378105,Asia,IND
Indonesia,2020-08-06,118753,5521,75645,Asia,IDN
Iran,2020-08-06,320117,17976,277463,Asia,IRN
Iraq,2020-08-06,140603,5161,101025,Asia,IRQ
Ireland,2020-08-06,26372,1768,23364,Europe,IRL
Israel,2020-08-06,79559,576,53427,Asia,ISR
Italy,2020-08-06,249204,35187,201323,Europe,ITA
Jamaica,2020-08-06,958,12,745,Americas,JAM
Japan,2020-08-06,44167,1034,28858,Asia,JPN
Jordan,2020-08-06,1232,11,1171,Asia,JOR
Kazakhstan,2020-08-06,96922,1058,70680,Asia,KAZ
Kenya,2020-08-06,24411,399,10444,Africa,KEN
South Korea,2020-08-06,14519,303,13543,Asia,KOR
Kosovo,2020-08-06,9688,300,5480,Outro,NA
Kuwait,2020-08-06,70045,469,61610,Asia,KWT
Kyrgyzstan,2020-08-06,38659,1447,30099,Asia,KGZ
Laos,2020-08-06,20,0,19,Asia,LAO
Latvia,2020-08-06,1275,32,1070,Europe,LVA
Lebanon,2020-08-06,5672,70,1974,Asia,LBN
Lesotho,2020-08-06,742,23,175,Africa,LSO
Liberia,2020-08-06,1224,78,705,Africa,LBR
Libya,2020-08-06,4879,107,652,Africa,LBY
Liechtenstein,2020-08-06,89,1,85,Europe,LIE
Lithuania,2020-08-06,2171,81,1656,Europe,LTU
Luxembourg,2020-08-06,7073,119,5750,Europe,LUX
Madagascar,2020-08-06,12526,134,10148,Africa,MDG
Malawi,2020-08-06,4491,137,2137,Africa,MWI
Malaysia,2020-08-06,9038,125,8713,Asia,MYS
Maldives,2020-08-06,4680,19,2725,Asia,MDV
Mali,2020-08-06,2552,124,1954,Africa,MLI
Malta,2020-08-06,946,9,670,Europe,MLT
Mauritania,2020-08-06,6444,157,5291,Africa,MRT
Mauritius,2020-08-06,344,10,334,Africa,MUS
Mexico,2020-08-06,462690,50517,365311,Americas,MEX
Moldova,2020-08-06,26628,828,18676,Europe,MDA
Monaco,2020-08-06,125,4,105,Europe,MCO
Mongolia,2020-08-06,293,0,260,Asia,MNG
Montenegro,2020-08-06,3480,60,2178,Europe,MNE
Morocco,2020-08-06,29644,449,20553,Africa,MAR
Mozambique,2020-08-06,2120,15,795,Africa,MOZ
MS Zaandam,2020-08-06,9,2,0,Outro,NA
Namibia,2020-08-06,2652,15,563,Africa,NAM
Nepal,2020-08-06,21750,65,15389,Asia,NPL
Netherlands,2020-08-06,57465,6173,235,Europe,NLD
New Zealand,2020-08-06,1569,22,1524,Oceania,NZL
Nicaragua,2020-08-06,3902,123,2913,Americas,NIC
Niger,2020-08-06,1153,69,1057,Africa,NER
Nigeria,2020-08-06,45244,930,32430,Africa,NGA
North Macedonia,2020-08-06,11399,517,7480,Europe,MKD
Norway,2020-08-06,9468,256,8857,Europe,NOR
Oman,2020-08-06,80713,492,70910,Asia,OMN
Pakistan,2020-08-06,281863,6035,256058,Asia,PAK
Panama,2020-08-06,71418,1574,45658,Americas,PAN
Papua New Guinea,2020-08-06,163,3,53,Oceania,PNG
Paraguay,2020-08-06,6375,66,4974,Americas,PRY
Peru,2020-08-06,447624,20228,310337,Americas,PER
Philippines,2020-08-06,119460,2150,66837,Asia,PHL
Poland,2020-08-06,49515,1774,35642,Europe,POL
Portugal,2020-08-06,52061,1743,37840,Europe,PRT
Qatar,2020-08-06,112092,178,108831,Asia,QAT
Romania,2020-08-06,57895,2566,28992,Europe,ROU
Russia,2020-08-06,870187,14579,675069,Europe,RUS
Rwanda,2020-08-06,2111,5,1258,Africa,RWA
St. Kitts & Nevis,2020-08-06,17,0,16,Americas,KNA
St. Lucia,2020-08-06,25,0,24,Americas,LCA
St. Vincent & Grenadines,2020-08-06,56,0,46,Americas,VCT
San Marino,2020-08-06,699,42,657,Europe,SMR
São Tomé & Príncipe,2020-08-06,878,15,797,Africa,STP
Saudi Arabia,2020-08-06,284226,3055,247089,Asia,SAU
Senegal,2020-08-06,10715,223,7101,Africa,SEN
Serbia,2020-08-06,27332,621,0,Europe,SRB
Seychelles,2020-08-06,126,0,124,Africa,SYC
Sierra Leone,2020-08-06,1877,67,1427,Africa,SLE
Singapore,2020-08-06,54555,27,48031,Asia,SGP
Slovakia,2020-08-06,2480,29,1824,Europe,SVK
Slovenia,2020-08-06,2223,125,1909,Europe,SVN
Somalia,2020-08-06,3227,93,1728,Africa,SOM
South Africa,2020-08-06,538184,9604,387316,Africa,ZAF
South Sudan,2020-08-06,2450,47,1175,Africa,SSD
Spain,2020-08-06,309855,28500,150376,Europe,ESP
Sri Lanka,2020-08-06,2839,11,2541,Asia,LKA
Sudan,2020-08-06,11780,763,6194,Africa,SDN
Suriname,2020-08-06,2096,29,1446,Americas,SUR
Sweden,2020-08-06,81967,5766,0,Europe,SWE
Switzerland,2020-08-06,36108,1985,31600,Europe,CHE
Syria,2020-08-06,999,48,311,Asia,SYR
Taiwan,2020-08-06,477,7,441,Asia,TWN
Tajikistan,2020-08-06,7665,62,6443,Asia,TJK
Tanzania,2020-08-06,509,21,183,Africa,TZA
Thailand,2020-08-06,3330,58,3148,Asia,THA
Timor-Leste,2020-08-06,25,0,24,Asia,TLS
Togo,2020-08-06,1012,22,697,Africa,TGO
Trinidad & Tobago,2020-08-06,210,8,135,Americas,TTO
Tunisia,2020-08-06,1642,51,1241,Africa,TUN
Turkey,2020-08-06,237265,5798,220546,Asia,TUR
Uganda,2020-08-06,1223,5,1102,Africa,UGA
Ukraine,2020-08-06,78515,1846,43812,Europe,UKR
United Arab Emirates,2020-08-06,61845,354,55739,Asia,ARE
United Kingdom,2020-08-06,309796,46498,1447,Europe,GBR
Uruguay,2020-08-06,1318,37,1079,Americas,URY
United States,2020-08-06,4883582,160104,1598624,Americas,USA
Uzbekistan,2020-08-06,28315,175,19291,Asia,UZB
Venezuela,2020-08-06,23280,202,12470,Americas,VEN
Vietnam,2020-08-06,750,10,392,Asia,VNM
Palestinian Territories,2020-08-06,13398,92,6907,Asia,PSE
Western Sahara,2020-08-06,10,1,8,Africa,ESH
Yemen,2020-08-06,1768,508,898,Asia,YEM
Zambia,2020-08-06,7164,199,5786,Africa,ZMB
Zimbabwe,2020-08-06,4339,84,1264,Africa,ZWE
Afghanistan,2020-08-07,37015,1307,25903,Asia,AFG
Albania,2020-08-07,6151,189,3227,Europe,ALB
Algeria,2020-08-07,34155,1282,23667,Africa,DZA
Andorra,2020-08-07,955,52,839,Europe,AND
Angola,2020-08-07,1538,67,544,Africa,AGO
Antigua & Barbuda,2020-08-07,92,3,76,Americas,ATG
Argentina,2020-08-07,235677,4411,103297,Americas,ARG
Armenia,2020-08-07,39985,777,32008,Asia,ARM
Australia,2020-08-07,20698,278,11560,Oceania,AUS
Austria,2020-08-07,21837,720,19690,Europe,AUT
Azerbaijan,2020-08-07,33376,483,29696,Asia,AZE
Bahamas,2020-08-07,830,14,95,Americas,BHS
Bahrain,2020-08-07,43307,159,40276,Asia,BHR
Bangladesh,2020-08-07,252502,3333,145584,Asia,BGD
Barbados,2020-08-07,138,7,100,Americas,BRB
Belarus,2020-08-07,68614,583,64200,Europe,BLR
Belgium,2020-08-07,72784,9866,17728,Europe,BEL
Belize,2020-08-07,114,2,32,Americas,BLZ
Benin,2020-08-07,1936,38,1600,Africa,BEN
Bhutan,2020-08-07,108,0,96,Asia,BTN
Bolivia,2020-08-07,87891,3524,28139,Americas,BOL
Bosnia & Herzegovina,2020-08-07,13687,394,7373,Europe,BIH
Botswana,2020-08-07,804,2,63,Africa,BWA
Brazil,2020-08-07,2962442,99572,2272299,Americas,BRA
Brunei,2020-08-07,142,3,138,Asia,BRN
Bulgaria,2020-08-07,13209,442,7622,Europe,BGR
Burkina Faso,2020-08-07,1158,54,961,Africa,BFA
Myanmar (Burma),2020-08-07,359,6,309,Asia,MMR
Burundi,2020-08-07,400,1,304,Africa,BDI
Cape Verde,2020-08-07,2780,29,2042,Africa,CPV
Cambodia,2020-08-07,246,0,215,Asia,KHM
Cameroon,2020-08-07,17718,391,15320,Africa,CMR
Canada,2020-08-07,120903,9017,105128,Americas,CAN
Central African Republic,2020-08-07,4641,59,1716,Africa,CAF
Chad,2020-08-07,942,76,838,Africa,TCD
Chile,2020-08-07,368825,9958,342168,Americas,CHL
China,2020-08-07,88580,4681,81788,Asia,CHN
Colombia,2020-08-07,367204,12250,198495,Americas,COL
Comoros,2020-08-07,396,7,353,Africa,COM
Congo - Brazzaville,2020-08-07,3637,58,1589,Africa,COG
Congo - Kinshasa,2020-08-07,9355,218,8174,Africa,COD
Costa Rica,2020-08-07,22081,218,7266,Americas,CRI
Côte d’Ivoire,2020-08-07,16524,104,12802,Africa,CIV
Croatia,2020-08-07,5466,155,4758,Europe,HRV
Cuba,2020-08-07,2829,88,2429,Americas,CUB
Cyprus,2020-08-07,1222,19,856,Asia,CYP
Czechia,2020-08-07,18060,389,12749,Europe,CZE
Denmark,2020-08-07,14747,617,13046,Europe,DNK
Diamond Princess,2020-08-07,712,13,651,Outro,NA
Djibouti,2020-08-07,5338,59,5083,Africa,DJI
Dominica,2020-08-07,18,0,18,Americas,DMA
Dominican Republic,2020-08-07,77709,1259,41393,Americas,DOM
Ecuador,2020-08-07,91969,5897,71463,Americas,ECU
