Country,DateRep,ConfirmedCases,Deaths,Recovered,Capital,Continent
Chile,2020-03-12,23,0,0,Santiago,America
China,2020-03-12,80932,3172,62901,Beijing,Asia
Colombia,2020-03-12,9,0,0,Bogota,America
Costa Rica,2020-03-12,22,0,0,San José,America
Ivory Coast,2020-03-12,1,0,0,Yamoussoukro,Africa
Croatia,2020-03-12,19,0,0,Zagreb,Europe
Cuba,2020-03-12,3,0,0,Havana,America
Cyprus,2020-03-12,6,0,0,Nicosia,Europe
Denmark,2020-03-12,617,0,1,Copenagen,Europe
Dominican Republic,2020-03-12,5,0,0,Santo Domingo,America
Ecuador,2020-03-12,17,0,0,Quito,America
Egypt,2020-03-12,67,1,27,Cairo,Africa
Estonia,2020-03-12,16,0,0,Tallinn,Europe
Finland,2020-03-12,59,0,1,Helsinki,Europe
France,2020-03-12,2284,48,12,Paris,Europe
Georgia,2020-03-12,24,0,0,Tbilisi,Asia
Germany,2020-03-12,2078,3,25,Berlin,Europe
Greece,2020-03-12,99,1,0,Athens,Europe
Guyana,2020-03-12,1,1,0,Georgetown,America
Holy See,2020-03-12,1,0,0,Vatican City,Europe
Honduras,2020-03-12,2,0,0,Tegucigalpa,America
Hungary,2020-03-12,13,0,0,Budapest,Europe
Iceland,2020-03-12,103,0,1,Reykjaík,Europe
India,2020-03-12,73,1,4,New Delhi,Asia
Indonesia,2020-03-12,34,1,2,Jakarta,Asia
Iran,2020-03-12,10075,429,2959,Tehran,Asia
Iraq,2020-03-12,71,8,15,Baghdad,Asia
Ireland,2020-03-12,43,1,0,Dublin,Europe
Israel,2020-03-12,131,0,4,Jerusalem,Asia
Italy,2020-03-12,12462,827,1045,Italian,Europe
Jamaica,2020-03-12,2,0,0,Kingston,America
Japan,2020-03-12,639,16,118,Tokyo,Asia
Jordan,2020-03-12,1,0,0,Amman,Asia
Kuwait,2020-03-12,80,0,5,Kuwait City,Asia
Latvia,2020-03-12,10,0,1,Riga,Europe
Lebanon,2020-03-12,61,3,1,Beirut,Asia
Liechtenstein,2020-03-12,1,0,0,Vaduz,Europe
Lithuania,2020-03-12,3,0,0,Vilnius,Europe
Luxembourg,2020-03-12,19,0,0,Luxembourg,Europe
China,2020-03-12,80932,3172,62901,Beijing,Asia
Malaysia,2020-03-12,149,0,26,Kuala Lumpur,Asia
Maldives,2020-03-12,8,0,0,Malé,Asia
Malta,2020-03-12,6,0,0,Valletta,Europe
Mexico,2020-03-12,12,0,4,Mexico City,America
Moldova,2020-03-12,3,0,0,Chisinau,Europe
Monaco,2020-03-12,2,0,0,Monaco,Europe
Mongolia,2020-03-12,1,0,0,Ulaanbaatar,Asia
Morocco,2020-03-12,6,1,0,Rabat,Africa
Nepal,2020-03-12,1,0,1,Kathmandu,Asia
Netherlands,2020-03-12,503,5,0,Amsterdam,Europe
New Zealand,2020-03-12,5,0,0,Wellington,Oceania
Nigeria,2020-03-12,2,0,0,Abuja,Africa
North Macedonia,2020-03-12,7,0,0,Skopje,Europe
Norway,2020-03-12,702,0,1,Oslo,Europe
Oman,2020-03-12,18,0,9,Muscat,Asia
Pakistan,2020-03-12,20,0,2,Islamabad,Asia
Panama,2020-03-12,11,1,0,Panama City,America
Paraguay,2020-03-12,5,0,0,Asunción,America
Peru,2020-03-12,15,0,0,Lima,America
Philippines,2020-03-12,52,2,2,Manila,Asia
Poland,2020-03-12,49,1,0,Warsaw,Europe
Portugal,2020-03-12,59,0,0,Lisbon,Europe
Qatar,2020-03-12,262,0,0,Doha,Asia
Romania,2020-03-12,49,0,6,Bucharest,Europe
Russia,2020-03-12,28,0,3,Moscow,Europe
San Marino,2020-03-12,69,3,0,San Marino,Europe
Saudi Arabia,2020-03-12,45,0,1,Riyadh,Asia
Senegal,2020-03-12,4,0,1,Dakar,Africa
Serbia,2020-03-12,19,0,0,Belgrade,Europe
Singapore,2020-03-12,178,0,96,Singapore,Asia
Slovakia,2020-03-12,16,0,0,Bratislava,Europe
Slovenia,2020-03-12,89,0,0,Ljubljana,Europe
South Africa,2020-03-12,17,0,0,Pretoria,Africa
Spain,2020-03-12,2277,55,183,Madrid,Europe
Sri Lanka,2020-03-12,2,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-03-12,599,1,1,Stockholm,Europe
Switzerland,2020-03-12,652,4,4,Bern,Europe
Thailand,2020-03-12,70,1,34,Bangkok,Asia
Togo,2020-03-12,1,0,0,Lomé,Africa
Tunisia,2020-03-12,7,0,0,Tunis,Africa
Turkey,2020-03-12,1,0,0,Ankara,Asia
Ukraine,2020-03-12,1,0,0,Kiev,Europe
United Arab Emirates,2020-03-12,85,0,17,Abu Dhabi,Asia
United Kingdom,2020-03-12,459,8,19,London,Europe
Vietnam,2020-03-12,39,0,16,Hanoi,Asia
Afghanistan,2020-03-13,7,0,0,Kabul,Asia
Albania,2020-03-13,33,1,0,Tirana,Europe
Algeria,2020-03-13,26,2,8,Algiers,Africa
Andorra,2020-03-13,1,0,0,Andorra la Vella,Europe
Antigua and Barbuda,2020-03-13,1,0,0,St. John's,America
Argentina,2020-03-13,31,2,0,Buenos Aires,America
Armenia,2020-03-13,8,0,0,Yerevan,Asia
Australia,2020-03-13,200,3,23,Canberra,Oceania
Austria,2020-03-13,504,1,6,Vienna,Europe
Azerbaijan,2020-03-13,15,1,3,Baku,Asia
Bahrain,2020-03-13,189,0,44,Manama,Asia
Bangladesh,2020-03-13,3,0,0,Dhaka,Asia
Belarus,2020-03-13,27,0,3,Minsk,Europe
Belgium,2020-03-13,559,3,1,Brussels,Europe
Bhutan,2020-03-13,1,0,0,Thimphu,Asia
Bolivia,2020-03-13,3,0,0,Sucre,America
Bosnia-Herzegovina,2020-03-13,13,0,0,Sarajevo,Europe
Brazil,2020-03-13,151,0,0,Brasilia,America
Brunei,2020-03-13,37,0,0,Bandar Seri Begawan,Asia
Bulgaria,2020-03-13,23,1,0,Sofia,Europe
Burkina Faso,2020-03-13,2,0,0,Ouagadougou,Africa
Cambodia,2020-03-13,5,0,1,Phnom Penh,Asia
Cameroon,2020-03-13,2,0,0,Yaoundé,Africa
Canada,2020-03-13,193,1,8,Ottawa,America
Chile,2020-03-13,43,0,0,Santiago,America
China,2020-03-13,80945,3180,64196,Beijing,Asia
Colombia,2020-03-13,13,0,0,Bogota,America
Costa Rica,2020-03-13,23,0,0,San José,America
Ivory Coast,2020-03-13,1,0,0,Yamoussoukro,Africa
Croatia,2020-03-13,32,0,1,Zagreb,Europe
Cuba,2020-03-13,4,0,0,Havana,America
Cyprus,2020-03-13,14,0,0,Nicosia,Europe
Denmark,2020-03-13,804,0,1,Copenagen,Europe
Dominican Republic,2020-03-13,5,0,0,Santo Domingo,America
Ecuador,2020-03-13,17,0,0,Quito,America
Egypt,2020-03-13,80,2,27,Cairo,Africa
Estonia,2020-03-13,79,0,0,Tallinn,Europe
Ethiopia,2020-03-13,1,0,0,Addis Ababa,Africa
Finland,2020-03-13,155,0,1,Helsinki,Europe
France,2020-03-13,3667,79,12,Paris,Europe
Georgia,2020-03-13,25,0,0,Tbilisi,Asia
Germany,2020-03-13,3675,7,46,Berlin,Europe
Greece,2020-03-13,190,1,0,Athens,Europe
Guinea,2020-03-13,1,0,0,Conakry,Africa
Guyana,2020-03-13,1,1,0,Georgetown,America
Holy See,2020-03-13,1,0,0,Vatican City,Europe
Honduras,2020-03-13,2,0,0,Tegucigalpa,America
Hungary,2020-03-13,19,0,0,Budapest,Europe
Iceland,2020-03-13,134,0,1,Reykjaík,Europe
India,2020-03-13,82,2,4,New Delhi,Asia
Indonesia,2020-03-13,69,4,2,Jakarta,Asia
Iran,2020-03-13,11364,514,2959,Tehran,Asia
Iraq,2020-03-13,101,9,24,Baghdad,Asia
Ireland,2020-03-13,90,1,0,Dublin,Europe
Israel,2020-03-13,161,0,4,Jerusalem,Asia
Italy,2020-03-13,17660,1266,1439,Italian,Europe
Jamaica,2020-03-13,8,0,0,Kingston,America
Japan,2020-03-13,701,19,118,Tokyo,Asia
Jordan,2020-03-13,1,0,1,Amman,Asia
Kazakhstan,2020-03-13,4,0,0,Astana,Asia
Kenya,2020-03-13,1,0,0,Nairobi,Africa
Kuwait,2020-03-13,80,0,5,Kuwait City,Asia
Latvia,2020-03-13,17,0,1,Riga,Europe
Lebanon,2020-03-13,77,3,1,Beirut,Asia
Liechtenstein,2020-03-13,1,0,0,Vaduz,Europe
Lithuania,2020-03-13,6,0,0,Vilnius,Europe
Luxembourg,2020-03-13,34,0,0,Luxembourg,Europe
Malaysia,2020-03-13,197,0,26,Kuala Lumpur,Asia
Maldives,2020-03-13,9,0,0,Malé,Asia
Malta,2020-03-13,12,0,1,Valletta,Europe
Mexico,2020-03-13,12,0,4,Mexico City,America
Moldova,2020-03-13,6,0,0,Chisinau,Europe
Monaco,2020-03-13,2,0,0,Monaco,Europe
Mongolia,2020-03-13,1,0,0,Ulaanbaatar,Asia
Morocco,2020-03-13,7,1,1,Rabat,Africa
Nepal,2020-03-13,1,0,1,Kathmandu,Asia
Netherlands,2020-03-13,804,10,0,Amsterdam,Europe
New Zealand,2020-03-13,5,0,0,Wellington,Oceania
Nigeria,2020-03-13,2,0,0,Abuja,Africa
North Macedonia,2020-03-13,14,0,1,Skopje,Europe
Norway,2020-03-13,996,0,1,Oslo,Europe
Oman,2020-03-13,19,0,9,Muscat,Asia
Pakistan,2020-03-13,28,0,2,Islamabad,Asia
Panama,2020-03-13,27,1,0,Panama City,America
Paraguay,2020-03-13,6,0,0,Asunción,America
Peru,2020-03-13,28,0,0,Lima,America
Philippines,2020-03-13,64,5,2,Manila,Asia
Poland,2020-03-13,68,2,0,Warsaw,Europe
Portugal,2020-03-13,112,0,1,Lisbon,Europe
Qatar,2020-03-13,320,0,0,Doha,Asia
Romania,2020-03-13,89,0,7,Bucharest,Europe
Russia,2020-03-13,45,0,3,Moscow,Europe
San Marino,2020-03-13,80,5,0,San Marino,Europe
Saudi Arabia,2020-03-13,86,0,1,Riyadh,Asia
Senegal,2020-03-13,10,0,1,Dakar,Africa
Serbia,2020-03-13,35,0,0,Belgrade,Europe
Singapore,2020-03-13,200,0,97,Singapore,Asia
Slovakia,2020-03-13,32,0,0,Bratislava,Europe
Slovenia,2020-03-13,141,0,0,Ljubljana,Europe
South Africa,2020-03-13,24,0,0,Pretoria,Africa
Spain,2020-03-13,5232,133,193,Madrid,Europe
Sri Lanka,2020-03-13,6,0,1,Sri Jayawardenapura Kotte,Asia
Sudan,2020-03-13,1,1,0,Khartoum,Africa
Sweden,2020-03-13,814,1,1,Stockholm,Europe
Switzerland,2020-03-13,1139,11,4,Bern,Europe
Thailand,2020-03-13,75,1,35,Bangkok,Asia
Togo,2020-03-13,1,0,0,Lomé,Africa
Tunisia,2020-03-13,16,0,0,Tunis,Africa
Turkey,2020-03-13,5,0,0,Ankara,Asia
Ukraine,2020-03-13,3,1,0,Kiev,Europe
United Arab Emirates,2020-03-13,85,0,17,Abu Dhabi,Asia
United Kingdom,2020-03-13,801,8,19,London,Europe
Vietnam,2020-03-13,47,0,16,Hanoi,Asia
Afghanistan,2020-03-14,11,0,0,Kabul,Asia
Albania,2020-03-14,38,1,0,Tirana,Europe
Algeria,2020-03-14,37,3,12,Algiers,Africa
Andorra,2020-03-14,1,0,1,Andorra la Vella,Europe
Antigua and Barbuda,2020-03-14,1,0,0,St. John's,America
Argentina,2020-03-14,34,2,1,Buenos Aires,America
Armenia,2020-03-14,18,0,0,Yerevan,Asia
Australia,2020-03-14,250,3,23,Canberra,Oceania
Austria,2020-03-14,655,1,6,Vienna,Europe
Azerbaijan,2020-03-14,15,1,3,Baku,Asia
Bahrain,2020-03-14,210,0,44,Manama,Asia
Bangladesh,2020-03-14,3,0,0,Dhaka,Asia
Belarus,2020-03-14,27,0,3,Minsk,Europe
Belgium,2020-03-14,689,4,1,Brussels,Europe
Bhutan,2020-03-14,1,0,0,Thimphu,Asia
Bolivia,2020-03-14,10,0,0,Sucre,America
Bosnia-Herzegovina,2020-03-14,18,0,0,Sarajevo,Europe
Brazil,2020-03-14,151,0,0,Brasilia,America
Brunei,2020-03-14,40,0,0,Bandar Seri Begawan,Asia
Bulgaria,2020-03-14,41,2,0,Sofia,Europe
Burkina Faso,2020-03-14,2,0,0,Ouagadougou,Africa
Cambodia,2020-03-14,7,0,1,Phnom Penh,Asia
Cameroon,2020-03-14,2,0,0,Yaoundé,Africa
Canada,2020-03-14,196,1,8,Ottawa,America
Chile,2020-03-14,61,0,0,Santiago,America
China,2020-03-14,80977,3193,65660,Beijing,Asia
Colombia,2020-03-14,22,0,0,Bogota,America
Costa Rica,2020-03-14,26,0,0,San José,America
Ivory Coast,2020-03-14,1,0,0,Yamoussoukro,Africa
Croatia,2020-03-14,38,0,1,Zagreb,Europe
Cuba,2020-03-14,4,0,0,Havana,America
Cyprus,2020-03-14,26,0,0,Nicosia,Europe
Denmark,2020-03-14,836,1,1,Copenagen,Europe
Dominican Republic,2020-03-14,11,0,0,Santo Domingo,America
Ecuador,2020-03-14,28,2,0,Quito,America
Egypt,2020-03-14,109,2,27,Cairo,Africa
Estonia,2020-03-14,115,0,0,Tallinn,Europe
Ethiopia,2020-03-14,1,0,0,Addis Ababa,Africa
Finland,2020-03-14,225,0,1,Helsinki,Europe
France,2020-03-14,4480,91,12,Paris,Europe
Gabon,2020-03-14,1,0,0,Libreville,Africa
Georgia,2020-03-14,30,0,0,Tbilisi,Asia
Germany,2020-03-14,4585,9,46,Berlin,Europe
Ghana,2020-03-14,3,0,0,Accra,Africa
Greece,2020-03-14,228,3,8,Athens,Europe
Guatemala,2020-03-14,1,0,0,Guatemala City,America
Guinea,2020-03-14,1,0,0,Conakry,Africa
Guyana,2020-03-14,1,1,0,Georgetown,America
Holy See,2020-03-14,1,0,0,Vatican City,Europe
Honduras,2020-03-14,2,0,0,Tegucigalpa,America
Hungary,2020-03-14,30,0,1,Budapest,Europe
Iceland,2020-03-14,156,0,1,Reykjaík,Europe
India,2020-03-14,102,2,4,New Delhi,Asia
Indonesia,2020-03-14,96,5,8,Jakarta,Asia
Iran,2020-03-14,12729,611,2959,Tehran,Asia
Iraq,2020-03-14,110,10,26,Baghdad,Asia
Ireland,2020-03-14,129,2,0,Dublin,Europe
Israel,2020-03-14,193,0,4,Jerusalem,Asia
Italy,2020-03-14,21157,1441,1966,Italian,Europe
Jamaica,2020-03-14,8,0,0,Kingston,America
Japan,2020-03-14,773,22,118,Tokyo,Asia
Jordan,2020-03-14,1,0,1,Amman,Asia
Kazakhstan,2020-03-14,6,0,0,Astana,Asia
Kenya,2020-03-14,1,0,0,Nairobi,Africa
Kuwait,2020-03-14,104,0,5,Kuwait City,Asia
Latvia,2020-03-14,26,0,1,Riga,Europe
Lebanon,2020-03-14,93,3,1,Beirut,Asia
Liechtenstein,2020-03-14,4,0,0,Vaduz,Europe
Lithuania,2020-03-14,8,0,0,Vilnius,Europe
Luxembourg,2020-03-14,51,1,0,Luxembourg,Europe
Malaysia,2020-03-14,238,0,35,Kuala Lumpur,Asia
Maldives,2020-03-14,10,0,0,Malé,Asia
Malta,2020-03-14,18,0,1,Valletta,Europe
Mauritania,2020-03-14,1,0,0,Nouakchott,Africa
Mexico,2020-03-14,26,0,4,Mexico City,America
Moldova,2020-03-14,12,0,0,Chisinau,Europe
Monaco,2020-03-14,2,0,0,Monaco,Europe
Mongolia,2020-03-14,1,0,0,Ulaanbaatar,Asia
Morocco,2020-03-14,17,1,1,Rabat,Africa
Namibia,2020-03-14,2,0,0,Windhoek,Africa
Nepal,2020-03-14,1,0,1,Kathmandu,Asia
Netherlands,2020-03-14,959,12,2,Amsterdam,Europe
New Zealand,2020-03-14,6,0,0,Wellington,Oceania
Nigeria,2020-03-14,2,0,0,Abuja,Africa
North Macedonia,2020-03-14,14,0,1,Skopje,Europe
Norway,2020-03-14,1090,3,1,Oslo,Europe
Oman,2020-03-14,19,0,9,Muscat,Asia
Pakistan,2020-03-14,31,0,2,Islamabad,Asia
Panama,2020-03-14,36,1,0,Panama City,America
Paraguay,2020-03-14,6,0,0,Asunción,America
Peru,2020-03-14,38,0,0,Lima,America
Philippines,2020-03-14,111,8,2,Manila,Asia
Poland,2020-03-14,103,3,0,Warsaw,Europe
Portugal,2020-03-14,169,0,2,Lisbon,Europe
Qatar,2020-03-14,337,0,4,Doha,Asia
Romania,2020-03-14,123,0,9,Bucharest,Europe
Russia,2020-03-14,59,0,8,Moscow,Europe
Rwanda,2020-03-14,1,0,0,Kigali,Africa
Saint Lucia,2020-03-14,1,0,0,Castries,America
Saint Vincent and the Grenadines,2020-03-14,1,0,0,Kingstown,America
San Marino,2020-03-14,80,5,4,San Marino,Europe
Saudi Arabia,2020-03-14,103,0,1,Riyadh,Asia
Senegal,2020-03-14,10,0,1,Dakar,Africa
Serbia,2020-03-14,46,0,0,Belgrade,Europe
Seychelles,2020-03-14,2,0,0,Victoria,Africa
Singapore,2020-03-14,212,0,105,Singapore,Asia
Slovakia,2020-03-14,44,0,0,Bratislava,Europe
Slovenia,2020-03-14,181,1,0,Ljubljana,Europe
South Africa,2020-03-14,38,0,0,Pretoria,Africa
Spain,2020-03-14,6391,195,517,Madrid,Europe
Sri Lanka,2020-03-14,10,0,1,Sri Jayawardenapura Kotte,Asia
Sudan,2020-03-14,1,1,0,Khartoum,Africa
Suriname,2020-03-14,1,0,0,Paramaribo,America
Sweden,2020-03-14,961,2,1,Stockholm,Europe
Switzerland,2020-03-14,1359,13,4,Bern,Europe
Thailand,2020-03-14,82,1,35,Bangkok,Asia
Togo,2020-03-14,1,0,0,Lomé,Africa
Trinidad and Tobago,2020-03-14,2,0,0,Port of Spain,America
Tunisia,2020-03-14,18,0,0,Tunis,Africa
Turkey,2020-03-14,5,0,0,Ankara,Asia
Ukraine,2020-03-14,3,1,0,Kiev,Europe
United Arab Emirates,2020-03-14,85,0,17,Abu Dhabi,Asia
United Kingdom,2020-03-14,1143,21,19,London,Europe
Uruguay,2020-03-14,4,0,0,Montevideo,America
Venezuela,2020-03-14,2,0,0,Caracas,America
Vietnam,2020-03-14,53,0,16,Hanoi,Asia
Afghanistan,2020-03-15,16,0,0,Kabul,Asia
Albania,2020-03-15,42,1,0,Tirana,Europe
Algeria,2020-03-15,48,4,12,Algiers,Africa
Andorra,2020-03-15,1,0,1,Andorra la Vella,Europe
Antigua and Barbuda,2020-03-15,1,0,0,St. John's,America
Argentina,2020-03-15,45,2,1,Buenos Aires,America
Armenia,2020-03-15,26,0,0,Yerevan,Asia
Australia,2020-03-15,297,3,23,Canberra,Oceania
Austria,2020-03-15,860,1,6,Vienna,Europe
Azerbaijan,2020-03-15,23,1,6,Baku,Asia
Bahrain,2020-03-15,214,0,60,Manama,Asia
Bangladesh,2020-03-15,5,0,0,Dhaka,Asia
Belarus,2020-03-15,27,0,3,Minsk,Europe
Belgium,2020-03-15,886,4,1,Brussels,Europe
Bhutan,2020-03-15,1,0,0,Thimphu,Asia
Bolivia,2020-03-15,10,0,0,Sucre,America
Bosnia-Herzegovina,2020-03-15,24,0,0,Sarajevo,Europe
Brazil,2020-03-15,162,0,0,Brasilia,America
Brunei,2020-03-15,50,0,0,Bandar Seri Begawan,Asia
Bulgaria,2020-03-15,51,2,0,Sofia,Europe
Burkina Faso,2020-03-15,3,0,0,Ouagadougou,Africa
Cambodia,2020-03-15,7,0,1,Phnom Penh,Asia
Cameroon,2020-03-15,2,0,0,Yaoundé,Africa
Canada,2020-03-15,250,1,8,Ottawa,America
Central African Republic,2020-03-15,1,0,0,Bangui,Africa
Chile,2020-03-15,74,0,0,Santiago,America
China,2020-03-15,81003,3203,67017,Beijing,Asia
Colombia,2020-03-15,34,0,0,Bogota,America
Costa Rica,2020-03-15,27,0,0,San José,America
Ivory Coast,2020-03-15,1,0,0,Yamoussoukro,Africa
Croatia,2020-03-15,49,0,1,Zagreb,Europe
Cuba,2020-03-15,4,0,0,Havana,America
Cyprus,2020-03-15,26,0,0,Nicosia,Europe
Denmark,2020-03-15,875,2,1,Copenagen,Europe
Dominican Republic,2020-03-15,11,0,0,Santo Domingo,America
Ecuador,2020-03-15,28,2,0,Quito,America
Egypt,2020-03-15,110,2,21,Cairo,Africa
Equatorial Guinea,2020-03-15,1,0,0,Malabo,Africa
Estonia,2020-03-15,171,0,1,Tallinn,Europe
Ethiopia,2020-03-15,1,0,0,Addis Ababa,Africa
Finland,2020-03-15,244,0,10,Helsinki,Europe
France,2020-03-15,4513,91,12,Paris,Europe
Gabon,2020-03-15,1,0,0,Libreville,Africa
Georgia,2020-03-15,33,0,0,Tbilisi,Asia
Germany,2020-03-15,5795,11,46,Berlin,Europe
Ghana,2020-03-15,6,0,0,Accra,Africa
Greece,2020-03-15,331,4,8,Athens,Europe
Guatemala,2020-03-15,1,0,0,Guatemala City,America
Guinea,2020-03-15,1,0,0,Conakry,Africa
Guyana,2020-03-15,4,1,0,Georgetown,America
Holy See,2020-03-15,1,0,0,Vatican City,Europe
Honduras,2020-03-15,3,0,0,Tegucigalpa,America
Hungary,2020-03-15,32,1,1,Budapest,Europe
Iceland,2020-03-15,171,5,8,Reykjaík,Europe
India,2020-03-15,113,2,13,New Delhi,Asia
Indonesia,2020-03-15,117,5,8,Jakarta,Asia
Iran,2020-03-15,13938,724,4590,Tehran,Asia
Iraq,2020-03-15,116,10,26,Baghdad,Asia
Ireland,2020-03-15,129,2,0,Dublin,Europe
Israel,2020-03-15,251,0,4,Jerusalem,Asia
Italy,2020-03-15,24747,1809,2335,Italian,Europe
Jamaica,2020-03-15,10,0,0,Kingston,America
Japan,2020-03-15,839,22,118,Tokyo,Asia
Jordan,2020-03-15,8,0,1,Amman,Asia
Kazakhstan,2020-03-15,9,0,0,Astana,Asia
Kenya,2020-03-15,3,0,0,Nairobi,Africa
Kosovo,2020-03-15,2,0,0,Pristina,Europe
Kuwait,2020-03-15,112,0,5,Kuwait City,Asia
Latvia,2020-03-15,30,0,1,Riga,Europe
Lebanon,2020-03-15,110,3,1,Beirut,Asia
Liechtenstein,2020-03-15,4,0,0,Vaduz,Europe
Lithuania,2020-03-15,12,0,1,Vilnius,Europe
Luxembourg,2020-03-15,59,1,0,Luxembourg,Europe
Malaysia,2020-03-15,428,0,42,Kuala Lumpur,Asia
Maldives,2020-03-15,13,0,0,Malé,Asia
Malta,2020-03-15,21,0,1,Valletta,Europe
Mauritania,2020-03-15,1,0,0,Nouakchott,Africa
Mexico,2020-03-15,41,0,4,Mexico City,America
Moldova,2020-03-15,23,0,0,Chisinau,Europe
Monaco,2020-03-15,2,0,0,Monaco,Europe
Mongolia,2020-03-15,1,0,0,Ulaanbaatar,Asia
Morocco,2020-03-15,28,1,1,Rabat,Africa
Namibia,2020-03-15,2,0,0,Windhoek,Africa
Nepal,2020-03-15,1,0,1,Kathmandu,Asia
Netherlands,2020-03-15,1135,20,2,Amsterdam,Europe
New Zealand,2020-03-15,8,0,0,Wellington,Oceania
Nigeria,2020-03-15,2,0,0,Abuja,Africa
North Macedonia,2020-03-15,14,0,1,Skopje,Europe
Norway,2020-03-15,1221,3,1,Oslo,Europe
Oman,2020-03-15,22,0,9,Muscat,Asia
Pakistan,2020-03-15,53,0,2,Islamabad,Asia
Panama,2020-03-15,43,1,0,Panama City,America
Paraguay,2020-03-15,6,0,0,Asunción,America
Peru,2020-03-15,43,0,0,Lima,America
Philippines,2020-03-15,140,11,2,Manila,Asia
Poland,2020-03-15,119,3,0,Warsaw,Europe
Portugal,2020-03-15,245,0,2,Lisbon,Europe
Qatar,2020-03-15,401,0,4,Doha,Asia
Romania,2020-03-15,131,0,9,Bucharest,Europe
Russia,2020-03-15,63,0,8,Moscow,Europe
Rwanda,2020-03-15,1,0,0,Kigali,Africa
Saint Lucia,2020-03-15,2,0,0,Castries,America
Saint Vincent and the Grenadines,2020-03-15,1,0,0,Kingstown,America
San Marino,2020-03-15,101,5,4,San Marino,Europe
Saudi Arabia,2020-03-15,103,0,1,Riyadh,Asia
Senegal,2020-03-15,24,0,1,Dakar,Africa
Serbia,2020-03-15,48,0,0,Belgrade,Europe
Seychelles,2020-03-15,2,0,0,Victoria,Africa
Singapore,2020-03-15,226,0,105,Singapore,Asia
Slovakia,2020-03-15,54,0,0,Bratislava,Europe
Slovenia,2020-03-15,219,1,0,Ljubljana,Europe
South Africa,2020-03-15,51,0,0,Pretoria,Africa
Spain,2020-03-15,7798,289,517,Madrid,Europe
Sri Lanka,2020-03-15,18,0,1,Sri Jayawardenapura Kotte,Asia
Sudan,2020-03-15,1,1,0,Khartoum,Africa
Suriname,2020-03-15,1,0,0,Paramaribo,America
Sweden,2020-03-15,1022,3,1,Stockholm,Europe
Switzerland,2020-03-15,2200,14,4,Bern,Europe
Thailand,2020-03-15,114,1,35,Bangkok,Asia
Togo,2020-03-15,1,0,0,Lomé,Africa
Trinidad and Tobago,2020-03-15,2,0,0,Port of Spain,America
Tunisia,2020-03-15,18,0,0,Tunis,Africa
Turkey,2020-03-15,6,0,0,Ankara,Asia
Ukraine,2020-03-15,3,1,0,Kiev,Europe
United Arab Emirates,2020-03-15,98,0,23,Abu Dhabi,Asia
United Kingdom,2020-03-15,1144,21,19,London,Europe
Uruguay,2020-03-15,4,0,0,Montevideo,America
Uzbekistan,2020-03-15,1,0,0,Tashkent,Asia
Venezuela,2020-03-15,10,0,0,Caracas,America
Vietnam,2020-03-15,56,0,16,Hanoi,Asia
Afghanistan,2020-03-16,21,0,1,Kabul,Asia
Albania,2020-03-16,51,1,0,Tirana,Europe
Algeria,2020-03-16,54,4,12,Algiers,Africa
Andorra,2020-03-16,2,0,1,Andorra la Vella,Europe
Antigua and Barbuda,2020-03-16,1,0,0,St. John's,America
Argentina,2020-03-16,56,2,1,Buenos Aires,America
Armenia,2020-03-16,52,0,0,Yerevan,Asia
Australia,2020-03-16,377,3,23,Canberra,Oceania
Austria,2020-03-16,1018,3,6,Vienna,Europe
Azerbaijan,2020-03-16,15,1,6,Baku,Asia
Bahrain,2020-03-16,214,1,77,Manama,Asia
Bangladesh,2020-03-16,8,0,2,Dhaka,Asia
Belarus,2020-03-16,36,0,3,Minsk,Europe
Belgium,2020-03-16,1058,5,1,Brussels,Europe
Benin,2020-03-16,1,0,0,Porto Novo,Africa
Bhutan,2020-03-16,1,0,0,Thimphu,Asia
Bolivia,2020-03-16,11,0,0,Sucre,America
Bosnia-Herzegovina,2020-03-16,25,0,0,Sarajevo,Europe
Brazil,2020-03-16,200,0,1,Brasilia,America
Brunei,2020-03-16,54,0,0,Bandar Seri Begawan,Asia
Bulgaria,2020-03-16,52,2,0,Sofia,Europe
Burkina Faso,2020-03-16,15,0,0,Ouagadougou,Africa
Cambodia,2020-03-16,7,0,1,Phnom Penh,Asia
Cameroon,2020-03-16,4,0,0,Yaoundé,Africa
Canada,2020-03-16,415,4,9,Ottawa,America
Central African Republic,2020-03-16,1,0,0,Bangui,Africa
Chile,2020-03-16,155,0,0,Santiago,America
China,2020-03-16,81033,3217,67910,Beijing,Asia
Colombia,2020-03-16,54,0,0,Bogota,America
Costa Rica,2020-03-16,35,0,0,San José,America
Ivory Coast,2020-03-16,1,0,0,Yamoussoukro,Africa
Croatia,2020-03-16,57,0,2,Zagreb,Europe
Cuba,2020-03-16,4,0,0,Havana,America
Cyprus,2020-03-16,33,0,0,Nicosia,Europe
Denmark,2020-03-16,932,3,1,Copenagen,Europe
Dominican Republic,2020-03-16,11,0,0,Santo Domingo,America
Ecuador,2020-03-16,37,2,0,Quito,America
Egypt,2020-03-16,150,2,27,Cairo,Africa
Equatorial Guinea,2020-03-16,1,0,0,Malabo,Africa
Estonia,2020-03-16,205,0,1,Tallinn,Europe
Ethiopia,2020-03-16,5,0,0,Addis Ababa,Africa
Finland,2020-03-16,277,0,10,Helsinki,Europe
